crawl_time,docket_type,docket_page_link,Protestor,Solicitation Number,Agency,File number,Status,Filed Date,Due Date,Case Type,GAO Attorney,Outcome,Decision Date,Decision link,Decision Highlight
2021-10-07 10:50:10,open,https://www.gao.gov/docket/b-419480.4,"WRGA Fire Training Simulation Solutions, Inc.",N61340-20-R-0116,Department of the Navy : Naval Air Systems Command,B-419480.4,Case Currently Open,"Sep 13, 2021","Dec 22, 2021",Bid Protest,Heather Self,,,,
2021-10-07 10:50:11,open,https://www.gao.gov/docket/b-420094.2,"Envistacom, LLC",N6426721R0069,Department of the Navy : Naval Sea Systems Command,B-420094.2,Case Currently Open,"Sep 13, 2021","Dec 22, 2021",Bid Protest,Young H. Cho,,,,
2021-10-07 10:50:12,open,https://www.gao.gov/docket/b-420153.1,"Fors Marsh Group, LLC",91990021R0020,Department of Education,B-420153.1,Case Currently Open,"Sep 13, 2021","Dec 22, 2021",Bid Protest,Evan D. Wesser,,,,
2021-10-07 10:50:14,open,https://www.gao.gov/docket/b-419865.3,"TeamGOV, Inc.",47PD0121Q0007,Independent Agencies and Govt Corporations : Public Buildings Service,B-419865.3,Case Currently Open,"Sep 13, 2021","Dec 22, 2021",Bid Protest,Young H. Cho,,,,
2021-10-07 10:50:15,open,https://www.gao.gov/docket/b-420151.1,P3 Delivery,24361821R0203,Independent Agencies and Govt Corporations : Office of Personnel Management,B-420151.1,Case Currently Open,"Sep 13, 2021","Dec 22, 2021",Bid Protest,Kasia Dourney,,,,
2021-10-07 10:50:17,open,https://www.gao.gov/docket/b-420030.2,"RK Consultancy Services, Inc.",210501,Department of Health and Human Services : Centers for Medicare and Medicaid Services,B-420030.2,Case Currently Open,"Sep 13, 2021","Dec 22, 2021",Bid Protest,Raymond Richards,,,,
2021-10-07 10:50:19,open,https://www.gao.gov/docket/b-420116.2,"Booz Allen Hamilton, Inc.",ID04200119,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-420116.2,Case Currently Open,"Sep 13, 2021","Dec 22, 2021",Bid Protest,Sarah T. Zaffina,,,,
2021-10-07 10:50:20,open,https://www.gao.gov/docket/b-419612.3,"ENGlobal Government Services, Inc.",SP4702-20-R-0014,Department of Defense : Defense Logistics Agency,B-419612.3,Case Currently Open,"Sep 10, 2021","Dec 20, 2021",Bid Protest,April Y. Shields,,,,
2021-10-07 10:50:22,open,https://www.gao.gov/docket/b-419737.3,"International Center for Language Studies, Inc.",15DDHQ21Q00000002,Department of Justice : Drug Enforcement Administration,B-419737.3,Case Currently Open,"Sep 10, 2021","Dec 20, 2021",Bid Protest,Hannah G. Barnes,,,,
2021-10-07 10:50:23,open,https://www.gao.gov/docket/b-420149.1,"Cantu Services, Inc.",W9124J-20-R-0033,Department of the Army,B-420149.1,Case Currently Open,"Sep 10, 2021","Dec 20, 2021",Bid Protest,Kenneth Kilgour,,,,
2021-10-07 10:50:25,open,https://www.gao.gov/docket/b-420150.1,"Meridian Knowledge Solutions, LLC",70RTAC20Q00000081,Department of Homeland Security,B-420150.1,Case Currently Open,"Sep 10, 2021","Dec 20, 2021",Bid Protest,Michael Willems,,,,
2021-10-07 10:50:29,open,https://www.gao.gov/docket/b-419956.23,"Ardent Management Consulting, Inc.",75N98121R00001,Department of Health and Human Services : National Institutes of Health,B-419956.23,Case Currently Open,"Sep 10, 2021","Dec 20, 2021",Bid Protest,Jonathan L. Kang,,,,
2021-10-07 10:50:30,open,https://www.gao.gov/docket/b-419846.2,"CBF Partners JV, LLC",50310221R0008,Independent Agencies and Govt Corporations : United States Securities and Exchange Commission,B-419846.2,Case Currently Open,"Sep 10, 2021","Dec 20, 2021",Bid Protest,Raymond Richards,,,,
2021-10-07 10:50:31,open,https://www.gao.gov/docket/b-419910.3,"Sterling Medical Associates, Inc.",36C24219R0090,Department of Veterans Affairs,B-419910.3,Case Currently Open,"Sep 8, 2021","Dec 17, 2021",Bid Protest: Entitlement,Mary G. Curcio,,,,
2021-10-07 10:50:33,open,https://www.gao.gov/docket/b-420144.1,Tridentis LLC,N4215819R3500,Department of the Navy : Naval Sea Systems Command,B-420144.1,Case Currently Open,"Sep 8, 2021","Dec 17, 2021",Bid Protest,Kenneth Kilgour,,,,
2021-10-07 10:50:34,open,https://www.gao.gov/docket/b-420140.1,AP3SI,HT001120R0003,Department of Defense : Defense Health Agency,B-420140.1,Case Currently Open,"Sep 8, 2021","Dec 17, 2021",Bid Protest,Alexander O. Levine,,,,
2021-10-07 10:50:36,open,https://www.gao.gov/docket/b-420143.1,"Flatter-Jones, LLC",FBI-IMB-RIDS-0002141,Department of Justice : Federal Bureau of Investigation,B-420143.1,Case Currently Open,"Sep 8, 2021","Dec 17, 2021",Bid Protest,Emily R. O'Hara,,,,
2021-10-07 10:50:37,open,https://www.gao.gov/docket/b-420137.1,"Deloitte Consulting, LLP",HT001521Q0003,Department of Defense : Defense Health Agency,B-420137.1,Case Currently Open,"Sep 7, 2021","Dec 16, 2021",Bid Protest,Charmaine Stevenson,,,,
2021-10-07 10:50:38,open,https://www.gao.gov/docket/b-419480.3,"WRGA Fire Training Simulation Solutions, Inc.",N61340-20-R-0116,Department of the Navy : Naval Air Systems Command,B-419480.3,Case Currently Open,"Sep 7, 2021","Dec 16, 2021",Bid Protest,Heather Self,,,,
2021-10-07 10:50:40,open,https://www.gao.gov/docket/b-420003.2,"Choctaw Defense Munitions, LLC",W81XWH-21-R-0004,Department of the Army,B-420003.2,Case Currently Open,"Sep 7, 2021","Dec 16, 2021",Bid Protest,Jacob Talcott,,,,
2021-10-07 10:50:41,open,https://www.gao.gov/docket/b-420138.1,"American Mine Services, LLC",W912WJ21B0022,Department of the Army : Corps of Engineers,B-420138.1,Case Currently Open,"Sep 7, 2021","Dec 16, 2021",Bid Protest,Young H. Cho,,,,
2021-10-07 10:50:43,open,https://www.gao.gov/docket/b-420126.2,"28 Trans, LLC",36C24821R0117,Department of Veterans Affairs,B-420126.2,Case Currently Open,"Sep 7, 2021","Dec 16, 2021",Bid Protest,Paula A. Williams,,,,
2021-10-07 10:50:44,open,https://www.gao.gov/docket/b-420133.1,Computer World Services Corporation,70CTD021R00000002,Department of Homeland Security : United States Immigration and Customs Enforcement,B-420133.1,Case Currently Open,"Sep 7, 2021","Dec 16, 2021",Bid Protest,Christopher Alwood,,,,
2021-10-07 10:50:46,open,https://www.gao.gov/docket/b-420021.3,"Manhattan Strategy Group, LLC",1605C5-21-Q-00034,Department of Labor,B-420021.3,Case Currently Open,"Sep 7, 2021","Dec 16, 2021",Bid Protest,Paul N. Wengert,,,,
2021-10-07 10:50:47,open,https://www.gao.gov/docket/b-420137.2,"ManTech Advanced Systems International, Inc.",HT001521Q0003,Department of Defense : Defense Health Agency,B-420137.2,Case Currently Open,"Sep 7, 2021","Dec 16, 2021",Bid Protest,Charmaine Stevenson,,,,
2021-10-07 10:50:49,open,https://www.gao.gov/docket/b-420135.1,"Eagle Technologies, Inc.",140D0421Q0158,Department of the Interior,B-420135.1,Case Currently Open,"Sep 7, 2021","Dec 16, 2021",Bid Protest,Alexander O. Levine,,,,
2021-10-07 10:50:51,open,https://www.gao.gov/docket/b-420136.1,"Oracle America, Inc.",SP4709-21-Q-1053,Department of Defense : Defense Logistics Agency,B-420136.1,Case Currently Open,"Sep 7, 2021","Dec 16, 2021",Bid Protest,Samantha Lee,,,,
2021-10-07 10:50:52,open,https://www.gao.gov/docket/b-418321.7,"Deloitte Consulting, LLP",191606,Department of Health and Human Services : Centers for Medicare and Medicaid Services,B-418321.7,Case Currently Open,"Sep 7, 2021","Dec 16, 2021",Bid Protest,Glenn G. Wolcott,,,,
2021-10-07 10:50:54,open,https://www.gao.gov/docket/b-420016.2,"Jacobs Technology, Inc.",80JSC020R0026,Independent Agencies and Govt Corporations : National Aeronautics and Space Administration,B-420016.2,Case Currently Open,"Sep 7, 2021","Dec 16, 2021",Bid Protest,Michael P. Grogan,,,,
2021-10-07 10:50:56,open,https://www.gao.gov/docket/b-420132.1,American Systems Corporation,FA7046-21-R-0004,Department of the Air Force,B-420132.1,Case Currently Open,"Sep 7, 2021","Dec 16, 2021",Bid Protest,Heather Self,,,,
2021-10-07 10:50:58,open,https://www.gao.gov/docket/b-420134.1,"Systematic Management Services, Inc.",15F06721Q0000239,Department of Justice : Federal Bureau of Investigation,B-420134.1,Case Currently Open,"Sep 7, 2021","Dec 16, 2021",Bid Protest,Kasia Dourney,,,,
2021-10-07 10:51:02,open,https://www.gao.gov/docket/b-420139.1,"22nd Century Technologies, Inc.",RS3-18-0081,Department of the Army : U.S. Army Materiel Command,B-420139.1,Case Currently Open,"Sep 7, 2021","Dec 16, 2021",Bid Protest,Jacob Talcott,,,,
2021-10-07 10:51:04,open,https://www.gao.gov/docket/b-419207.6,"PAE National Security Solutions, LLC",RFQ-20-NNCP,Department of Justice : Federal Bureau of Investigation,B-419207.6,Case Currently Open,"Sep 7, 2021","Dec 16, 2021",Bid Protest,Scott H. Riback,,,,
2021-10-07 10:51:05,open,https://www.gao.gov/docket/b-420128.1,AT&T Corp.,12314420R0006,Department of Agriculture,B-420128.1,Case Currently Open,"Sep 3, 2021","Dec 13, 2021",Bid Protest,Heather Weiner,,,,
2021-10-07 10:51:07,open,https://www.gao.gov/docket/b-420129.1,"ACI Technologies, Inc.",N00014-20-R-0006,Department of the Navy : Office of Naval Research,B-420129.1,Case Currently Open,"Sep 3, 2021","Dec 13, 2021",Bid Protest,Glenn G. Wolcott,,,,
2021-10-07 10:51:08,open,https://www.gao.gov/docket/b-420130.1,"Sea Box, Inc.",SPE8ED-21-Q-1167,Department of Defense : Defense Logistics Agency,B-420130.1,Case Currently Open,"Sep 3, 2021","Dec 13, 2021",Bid Protest,Emily R. O'Hara,,,,
2021-10-07 10:51:09,open,https://www.gao.gov/docket/b-420005.3,Science Applications International Corporation,SPE4A5-20-R-0150,Department of Defense : Defense Logistics Agency,B-420005.3,Case Currently Open,"Sep 3, 2021","Dec 13, 2021",Bid Protest,Scott H. Riback,,,,
2021-10-07 10:51:10,open,https://www.gao.gov/docket/b-420004.2,Microsoft Corporation,H98230-20-R-0225,Department of Defense : National Security Agency/Central Security Service,B-420004.2,Case Currently Open,"Sep 2, 2021","Dec 13, 2021",Bid Protest,Louis A. Chiarella,,,,
2021-10-07 10:51:11,open,https://www.gao.gov/docket/b-420120.1,Mesa Laboratories Inc.,N0025921Q0051,Department of the Navy : Naval Supply Systems Command,B-420120.1,Case Currently Open,"Aug 31, 2021","Dec 9, 2021",Bid Protest,Michael P. Price,,,,
2021-10-07 10:51:13,open,https://www.gao.gov/docket/b-420119.1,"Westwind Computer Products, Inc.",12314421Q0078,Department of Agriculture,B-420119.1,Case Currently Open,"Aug 31, 2021","Dec 9, 2021",Bid Protest,Alexander O. Levine,,,,
2021-10-07 10:51:15,open,https://www.gao.gov/docket/b-419594.5,"Chaise SDN Group, LLC",47QTCB20R0005,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-419594.5,Case Currently Open,"Aug 30, 2021","Dec 8, 2021",Bid Protest,Katherine I. Riback,,,,
2021-10-07 10:51:16,open,https://www.gao.gov/docket/b-419998.2,"Amentum Services, Inc.",80JSC020R0034,Independent Agencies and Govt Corporations : National Aeronautics and Space Administration,B-419998.2,Case Currently Open,"Aug 30, 2021","Dec 8, 2021",Bid Protest,Glenn G. Wolcott,,,,
2021-10-07 10:51:17,open,https://www.gao.gov/docket/b-419594.4,"Premier SDN, LLC",47QTCB20R0005,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-419594.4,Case Currently Open,"Aug 30, 2021","Dec 8, 2021",Bid Protest,Katherine I. Riback,,,,
2021-10-07 10:51:19,open,https://www.gao.gov/docket/b-420107.1,American Operations Corporation,FA701421R0032,Department of the Air Force,B-420107.1,Case Currently Open,"Aug 30, 2021","Dec 8, 2021",Bid Protest,Evan D. Wesser,,,,
2021-10-07 10:51:20,open,https://www.gao.gov/docket/b-420110.1,"Smiths Detection, Inc.",70T04021R7672N041,Department of Homeland Security : Transportation Security Administration,B-420110.1,Case Currently Open,"Aug 30, 2021","Dec 8, 2021",Bid Protest,Evan D. Wesser,,,,
2021-10-07 10:51:22,open,https://www.gao.gov/docket/b-419791.2,"ManTech Advanced Systems International, Inc.",RS3-19-0058,Department of the Army : U.S. Army Materiel Command,B-419791.2,Case Currently Open,"Aug 30, 2021","Dec 8, 2021",Bid Protest,U R. Yoo,,,,
2021-10-07 10:51:24,open,https://www.gao.gov/docket/b-420111.1,"Smiths Detection, Inc.",70T04021R7672N041;70T04021R7672N042,Department of Homeland Security : Transportation Security Administration,B-420111.1,Case Currently Open,"Aug 30, 2021","Dec 8, 2021",Bid Protest,Evan D. Wesser,,,,
2021-10-07 10:51:26,open,https://www.gao.gov/docket/b-420112.1,Federal Resources Supply Company,D-21-SS-0073,Department of Justice : Drug Enforcement Administration,B-420112.1,Case Currently Open,"Aug 30, 2021","Dec 8, 2021",Bid Protest,Jacob Talcott,,,,
2021-10-07 10:51:28,open,https://www.gao.gov/docket/b-420059.2,Mid America Government Supply,RFQ1505067,Department of the Navy : Naval Supply Systems Command,B-420059.2,Case Currently Open,"Aug 27, 2021","Dec 6, 2021",Bid Protest,Alexander O. Levine,,,,
2021-10-07 10:51:29,open,https://www.gao.gov/docket/b-420106.1,"ShorePoint, Inc.",910031-21-Q-0008,Department of Education,B-420106.1,Case Currently Open,"Aug 27, 2021","Dec 6, 2021",Bid Protest,Christopher An,,,,
2021-10-07 10:51:31,open,https://www.gao.gov/docket/b-419999.2,"Government Acquisitions, Inc.",W52P1J-20-R-WWB5,Department of the Army : U.S. Army Materiel Command,B-419999.2,Case Currently Open,"Aug 27, 2021","Dec 6, 2021",Bid Protest,Christopher Alwood,,,,
2021-10-07 10:51:35,open,https://www.gao.gov/docket/b-419991.2,"Veterans Choice Medical Equipment, LLC",36C26221R0002,Department of Veterans Affairs,B-419991.2,Case Currently Open,"Aug 26, 2021","Dec 6, 2021",Bid Protest,Christopher Alwood,,,,
2021-10-07 10:51:37,open,https://www.gao.gov/docket/b-420098.1,"Booz Allen Hamilton, Inc.",FA8730-21-F-0113,Department of the Air Force,B-420098.1,Case Currently Open,"Aug 24, 2021","Dec 2, 2021",Bid Protest,Michael Willems,,,,
2021-10-07 10:51:38,open,https://www.gao.gov/docket/b-420094.1,"Envistacom, LLC",N6426721R0069,Department of the Navy : Naval Sea Systems Command,B-420094.1,Case Currently Open,"Aug 23, 2021","Dec 1, 2021",Bid Protest,Young H. Cho,,,,
2021-10-07 10:51:40,open,https://www.gao.gov/docket/b-418255.6,ICI Services Corporation,N00164-19-R-3502,Department of the Navy : Naval Sea Systems Command,B-418255.6,Case Currently Open,"Aug 23, 2021","Dec 1, 2021",Bid Protest,Louis A. Chiarella,,,,
2021-10-07 10:51:42,open,https://www.gao.gov/docket/b-419675.4,"Omnitec Solutions, Inc.",C-84561-O,Department of Health and Human Services : National Institutes of Health,B-419675.4,Case Currently Open,"Aug 23, 2021","Dec 1, 2021",Bid Protest,Michael Willems,,,,
2021-10-07 10:51:44,open,https://www.gao.gov/docket/b-419977.2,SOC LLC,W52P1J-19-R-0069,Department of the Army : U.S. Army Materiel Command,B-419977.2,Case Currently Open,"Aug 23, 2021","Dec 1, 2021",Bid Protest,Glenn G. Wolcott,,,,
2021-10-07 10:51:45,open,https://www.gao.gov/docket/b-418903.6,CSRA LLC,19AQMM20R0032,Department of State,B-418903.6,Case Currently Open,"Aug 23, 2021","Dec 1, 2021",Bid Protest,Scott H. Riback,,,,
2021-10-07 10:51:47,open,https://www.gao.gov/docket/b-420095.1,"Qwest Government Services, Inc. d/b/a CenturyLink QGS",,Independent Agencies and Govt Corporations : General Services Administration,B-420095.1,Case Currently Open,"Aug 23, 2021","Dec 1, 2021",Bid Protest,Alexander O. Levine,,,,
2021-10-07 10:51:48,open,https://www.gao.gov/docket/b-420096.1,Dust Busters Plus. LLC,140L0621R0005,Department of the Interior : Bureau of Land Management,B-420096.1,Case Currently Open,"Aug 23, 2021","Dec 1, 2021",Bid Protest,Jacob Talcott,,,,
2021-10-07 10:51:50,open,https://www.gao.gov/docket/b-419472.3,Ashlin Management Group,1605C2-20-Q-00006,Department of Labor,B-419472.3,Case Currently Open,"Aug 20, 2021","Nov 29, 2021",Bid Protest,Heather Self,,,,
2021-10-07 10:51:51,open,https://www.gao.gov/docket/b-419956.22,"Definitive Infotech Services & Solutions, LLC",75N98121R00001,Department of Health and Human Services : National Institutes of Health,B-419956.22,Case Currently Open,"Aug 20, 2021","Nov 29, 2021",Bid Protest,Jonathan L. Kang,,,,
2021-10-07 10:51:53,open,https://www.gao.gov/docket/b-420086.1,"Stevenson Intermountain Seed, Inc.",140L3721R0010,Department of the Interior : Bureau of Land Management,B-420086.1,Case Currently Open,"Aug 20, 2021","Nov 29, 2021",Bid Protest,Paula A. Williams,,,,
2021-10-07 10:51:55,open,https://www.gao.gov/docket/b-419956.19,"CWS FMTI JV, LLC",75N98121R00001,Department of Health and Human Services : National Institutes of Health,B-419956.19,Case Currently Open,"Aug 19, 2021","Nov 29, 2021",Bid Protest,Jonathan L. Kang,,,,
2021-10-07 10:51:56,open,https://www.gao.gov/docket/b-419956.20,"International Global Solution, LLC",75N98121R00001,Department of Health and Human Services : National Institutes of Health,B-419956.20,Case Currently Open,"Aug 19, 2021","Nov 29, 2021",Bid Protest,Jonathan L. Kang,,,,
2021-10-07 10:51:57,open,https://www.gao.gov/docket/b-419956.18,Computer World Services Corporation,75N98121R00001,Department of Health and Human Services : National Institutes of Health,B-419956.18,Case Currently Open,"Aug 19, 2021","Nov 29, 2021",Bid Protest,Jonathan L. Kang,,,,
2021-10-07 10:51:59,open,https://www.gao.gov/docket/b-419812.3,"Synergy Business Innovation & Solutions, Inc.",12314421Q0006,Department of Agriculture,B-419812.3,Case Currently Open,"Aug 18, 2021","Nov 26, 2021",Bid Protest: Reconsideration,Charmaine Stevenson,,,,
2021-10-07 10:52:01,open,https://www.gao.gov/docket/b-420079.1,"The Ambit Group, LLC",70CTD021Q00000134,Department of Homeland Security : United States Immigration and Customs Enforcement,B-420079.1,Case Currently Open,"Aug 16, 2021","Nov 24, 2021",Bid Protest,Charmaine Stevenson,,,,
2021-10-07 10:52:02,open,https://www.gao.gov/docket/b-420073.1,"Vertex Aerospace, LLC",FA3002-21-R-0001,Department of the Air Force,B-420073.1,Case Currently Open,"Aug 16, 2021","Nov 24, 2021",Bid Protest,Katherine I. Riback,,,,
2021-10-07 10:52:04,open,https://www.gao.gov/docket/b-420078.1,"XL Associates, Inc.",88310321Q00075,Independent Agencies and Govt Corporations : National Archives and Records Administration,B-420078.1,Case Currently Open,"Aug 16, 2021","Nov 24, 2021",Bid Protest,Heather Weiner,,,,
2021-10-07 10:52:08,open,https://www.gao.gov/docket/b-420072.1,Michels Corporation,W9123821B0010,Department of the Army : Corps of Engineers,B-420072.1,Case Currently Open,"Aug 16, 2021","Nov 24, 2021",Bid Protest,Christopher An,,,,
2021-10-07 10:52:10,open,https://www.gao.gov/docket/b-420070.1,"MindPetal Software Solutions, Inc.",140P2121R0011,Department of the Interior : National Park Service,B-420070.1,Case Currently Open,"Aug 13, 2021","Nov 22, 2021",Bid Protest,Christine Milne,,,,
2021-10-07 10:52:11,open,https://www.gao.gov/docket/b-420065.1,"BAE Systems Norfolk Ship Repair, Inc.",N00024-21-R-4490,Department of the Navy : Naval Sea Systems Command,B-420065.1,Case Currently Open,"Aug 12, 2021","Nov 22, 2021",Bid Protest,Alexander O. Levine,,,,
2021-10-07 10:52:12,open,https://www.gao.gov/docket/b-419989.2,"Bear Mountainside Realty, LLC",7NJ2243,Independent Agencies and Govt Corporations : Public Buildings Service,B-419989.2,Case Currently Open,"Aug 11, 2021","Nov 19, 2021",Bid Protest,Samantha Lee,,,,
2021-10-07 10:52:14,open,https://www.gao.gov/docket/b-419763.2,"Enterprise Resource Planned Systems International, LLC",C-85117-SB,Department of the Treasury : Bureau of the Fiscal Service,B-419763.2,Case Currently Open,"Aug 9, 2021","Nov 17, 2021",Bid Protest,Michael P. Grogan,,,,
