docket_page_link,Protestor,Solicitation Number,Agency,File number,Outcome,Decision Date,Filed Date,Due Date,Case Type,GAO Attorney,Decision Summary,Decision Highlight
https://www.gao.gov/docket/b-420085.1,Resion,N00104-21-Q-DC95,Department of the Navy : Naval Supply Systems Command,B-420085.1,Dismissed,"Sep 16, 2021","Aug 20, 2021","Nov 29, 2021",Bid Protest,Katherine I. Riback,,
https://www.gao.gov/docket/b-420064.1,"IgniteAction, LLC",AHRQ-21-10008,Department of Health and Human Services,B-420064.1,Withdrawn,"Sep 15, 2021","Aug 12, 2021","Nov 22, 2021",Bid Protest,Kenneth Kilgour,,
https://www.gao.gov/docket/b-420124.1,"Wildflower International, Ltd.",70Z07921QPT106700,Department of Homeland Security : United States Coast Guard,B-420124.1,Dismissed,"Sep 15, 2021","Sep 1, 2021","Dec 10, 2021",Bid Protest,April Y. Shields,,
https://www.gao.gov/docket/b-419893.3,"KPaul Properties, LLC",70RTAC21R00000003,Department of Homeland Security,B-419893.3,Granted,"Sep 15, 2021","Jul 14, 2021","Oct 22, 2021",Bid Protest: Reconsideration,John Sorrenti,"This protest is covered by a protective order, which means that some
            information in the decision may require redaction before public release.
            A final redacted version of the decision will be posted when this process
            is complete. Learn more about our protective order and redaction process here.",
https://www.gao.gov/docket/b-419893.6,"KPaul Properties, LLC",70RTAC21R00000003,Department of Homeland Security,B-419893.6,Denied,"Sep 15, 2021","Aug 6, 2021","Nov 15, 2021",Bid Protest,Mary G. Curcio,"B-419893,B-419893.6","https://www.gao.gov/products/b-419893,b-419893.6
Highlights


KPaul Properties, LLC, a small business of Indianapolis, Indiana, protests the terms of request for proposals (RFP) No. 70RTAC21R00000003, issued by the Department of Homeland Security (DHS) for information technology services. KPaul asserts that the requirement for offerors to submit with phase I proposals either International Organization for Standardization (ISO) certification 9001:2015 quality management systems and/or ISO certification 20243:2018 open trusted technology provider standards is unduly restrictive of competition. KPaul further protests that the agency failed to follow the terms of the solicitation when it eliminated the firm from the competition without evaluating KPaul's phase I proposal because KPaul did not provide an ISO certification. Finally, KPaul protests that the agency could not reject KPaul's proposal for failing to provide an ISO certification, without referring the matter to the Small Business Administration (SBA) for a certificate of competency (COC) assessment.


        We deny the protest."
https://www.gao.gov/docket/b-420049.1,"EnPro Vera-Chenega Applied Solutions, LLC",70SBUR21R00000009,Department of Homeland Security : United States Citizenship and Immigration Services,B-420049.1,Withdrawn,"Sep 15, 2021","Aug 9, 2021","Nov 17, 2021",Bid Protest,Louis A. Chiarella,,
https://www.gao.gov/docket/b-420142.1,Bahrain Ship Repairing & Engineering Company,N4033921RF013,Department of the Navy : Naval Supply Systems Command,B-420142.1,Withdrawn,"Sep 15, 2021","Sep 8, 2021","Dec 17, 2021",Bid Protest,Christopher An,,
https://www.gao.gov/docket/b-419893.1,"KPaul Properties, LLC",70RTAC21R00000003,Department of Homeland Security,B-419893.1,Denied,"Sep 15, 2021","Jun 8, 2021","Sep 16, 2021",Bid Protest,Mary G. Curcio,"B-419893,B-419893.6","https://www.gao.gov/products/b-419893,b-419893.6
Highlights


KPaul Properties, LLC, a small business of Indianapolis, Indiana, protests the terms of request for proposals (RFP) No. 70RTAC21R00000003, issued by the Department of Homeland Security (DHS) for information technology services. KPaul asserts that the requirement for offerors to submit with phase I proposals either International Organization for Standardization (ISO) certification 9001:2015 quality management systems and/or ISO certification 20243:2018 open trusted technology provider standards is unduly restrictive of competition. KPaul further protests that the agency failed to follow the terms of the solicitation when it eliminated the firm from the competition without evaluating KPaul's phase I proposal because KPaul did not provide an ISO certification. Finally, KPaul protests that the agency could not reject KPaul's proposal for failing to provide an ISO certification, without referring the matter to the Small Business Administration (SBA) for a certificate of competency (COC) assessment.


        We deny the protest."
https://www.gao.gov/docket/b-419907.1,"Innotion Enterprises, Inc.",N/A,Department of Housing and Urban Development,B-419907.1,Denied,"Sep 14, 2021","Jun 11, 2021","Sep 20, 2021",Bid Protest,Jacob Talcott,B-419907,"https://www.gao.gov/products/b-419907
Highlights


Innotion Enterprises, Inc. of Fairfax, Virginia, protests the decision of the Department of Housing and Urban Development (HUD) to procure on a sole-source basis property management services from DGG RE Investments, Inc. through contract No. DU204SA-17-D-01. The protester contends that the agency's decision to solicit the services on a sole-source basis was arbitrary and capricious. The protester also contends the agency's decision not to extend Innotion's task orders was made in bad faith.


        We deny the protest in part and dismiss it in part."
https://www.gao.gov/docket/b-419891.2,"Marquis Solutions, LLC",36C24220Q0977,Department of Veterans Affairs,B-419891.2,Sustained,"Sep 14, 2021","Jul 16, 2021","Oct 25, 2021",Bid Protest,Scott H. Riback,"B-419891,B-419891.2","https://www.gao.gov/products/b-419891,b-419891.2
Highlights


Marquis Solutions, LLC, of Westfield, Indiana, protests the award of a contract to FG Management Group, LLC, of Maplewood, New Jersey, under request for quotations (RFQ) No. 36C24220Q0977, issued by the Department of Veterans Affairs (VA) for medical courier services in the New York metropolitan area. Marquis argues that the agency misevaluated quotations and made an unreasonable source selection decision.


        We sustain the protest."
https://www.gao.gov/docket/b-419891.1,"Marquis Solutions, LLC",36C24220Q0977,Department of Veterans Affairs,B-419891.1,Sustained,"Sep 14, 2021","Jun 7, 2021","Sep 15, 2021",Bid Protest,Scott H. Riback,"B-419891,B-419891.2","https://www.gao.gov/products/b-419891,b-419891.2
Highlights


Marquis Solutions, LLC, of Westfield, Indiana, protests the award of a contract to FG Management Group, LLC, of Maplewood, New Jersey, under request for quotations (RFQ) No. 36C24220Q0977, issued by the Department of Veterans Affairs (VA) for medical courier services in the New York metropolitan area. Marquis argues that the agency misevaluated quotations and made an unreasonable source selection decision.


        We sustain the protest."
https://www.gao.gov/docket/b-420141.1,"A.E.S. UXO, LLC",0011672284-0001,Department of the Army,B-420141.1,Withdrawn,"Sep 14, 2021","Sep 8, 2021","Dec 17, 2021",Bid Protest,David A. Edelstein,,
https://www.gao.gov/docket/b-420066.4,"Value Payment Systems, LLC",2032H5-19-R-00005,Department of the Treasury : Internal Revenue Service,B-420066.4,Dismissed,"Sep 13, 2021","Aug 31, 2021","Dec 9, 2021",Bid Protest,Michael Willems,,
https://www.gao.gov/docket/b-420115.1,"Salient CRGT, Inc.,",TOPR-JC-21-0001,Department of the Army,B-420115.1,Dismissed,"Sep 13, 2021","Aug 30, 2021","Dec 8, 2021",Bid Protest,Raymond Richards,,
https://www.gao.gov/docket/b-419890.2,"MetroStar Systems, Inc.",632000295,Department of Defense : Defense Information Systems Agency,B-419890.2,Sustained,"Sep 13, 2021","Jul 16, 2021","Oct 25, 2021",Bid Protest,Samantha Lee,"This protest is covered by a protective order, which means that some
            information in the decision may require redaction before public release.
            A final redacted version of the decision will be posted when this process
            is complete. Learn more about our protective order and redaction process here.",
https://www.gao.gov/docket/b-420066.5,Link2Gov Corporation,2032H5-19-R-00005,Department of the Treasury : Internal Revenue Service,B-420066.5,Dismissed,"Sep 13, 2021","Sep 1, 2021","Dec 10, 2021",Bid Protest,Michael Willems,,
https://www.gao.gov/docket/b-420066.3,"ACI Payments, Inc.",2032H5-19-R-00005,Department of the Treasury : Internal Revenue Service,B-420066.3,Dismissed,"Sep 13, 2021","Aug 30, 2021","Dec 8, 2021",Bid Protest,Michael Willems,,
https://www.gao.gov/docket/b-420090.1,COLSA Corporation,N00421-20-R-0127,Department of the Navy : Naval Air Systems Command,B-420090.1,Dismissed,"Sep 13, 2021","Aug 23, 2021","Dec 1, 2021",Bid Protest,Kasia Dourney,,
https://www.gao.gov/docket/b-419805.2,"JCS Solutions, LLC",NIH-NICHD-ASB-IRMB-2021-0,Department of Health and Human Services : National Institutes of Health,B-419805.2,Dismissed,"Sep 13, 2021","Aug 20, 2021","Nov 29, 2021",Bid Protest,Christine Milne,,
https://www.gao.gov/docket/b-419890.1,"MetroStar Systems, Inc.",632000295,Department of Defense : Defense Information Systems Agency,B-419890.1,Sustained,"Sep 13, 2021","Jun 7, 2021","Sep 15, 2021",Bid Protest,Samantha Lee,"This protest is covered by a protective order, which means that some
            information in the decision may require redaction before public release.
            A final redacted version of the decision will be posted when this process
            is complete. Learn more about our protective order and redaction process here.",
https://www.gao.gov/docket/b-420090.2,"Sabre Systems, Inc.",N00421-20-R-0127,Department of the Navy : Naval Air Systems Command,B-420090.2,Dismissed,"Sep 13, 2021","Aug 23, 2021","Dec 1, 2021",Bid Protest,Kasia Dourney,,
https://www.gao.gov/docket/b-420066.6,"Value Payment Systems, LLC",2032H5-19-R-00005,Department of the Treasury : Internal Revenue Service,B-420066.6,Dismissed,"Sep 13, 2021","Sep 7, 2021","Dec 16, 2021",Bid Protest,Michael Willems,,
https://www.gao.gov/docket/b-419980.2,"Carl Amber Brian Isaiah & Associates, Inc.",M67004-21-R-3002,Department of Defense : United States Marine Corps,B-419980.2,Dismissed,"Sep 13, 2021","Aug 6, 2021","Nov 15, 2021",Bid Protest,Hannah G. Barnes,,
https://www.gao.gov/docket/b-420100.1,General Electrodynamics Corporation,1078100,Department of the Army,B-420100.1,Dismissed,"Sep 13, 2021","Aug 25, 2021","Dec 3, 2021",Bid Protest,Christine Milne,,
https://www.gao.gov/docket/b-420069.1,"Chief Safety Solutions, LLC",36C24721R0064,Department of Veterans Affairs,B-420069.1,Dismissed,"Sep 13, 2021","Aug 13, 2021","Nov 22, 2021",Bid Protest,Christopher An,,
https://www.gao.gov/docket/b-419893.11,"Integration Technologies Group, Inc.",70RTAC21R00000003,Department of Homeland Security,B-419893.11,Dismissed,"Sep 10, 2021","Aug 6, 2021","Nov 15, 2021",Bid Protest,Mary G. Curcio,,
https://www.gao.gov/docket/b-420029.1,Efficient Energy of Tennessee,W9123821R0045,Department of the Army : Corps of Engineers,B-420029.1,Dismissed,"Sep 10, 2021","Jul 29, 2021","Nov 8, 2021",Bid Protest,Christine Milne,,
https://www.gao.gov/docket/b-419939.2,Hardwick Tactical Corporation,SPE1C1-20-R-0053,Department of Defense : Defense Logistics Agency,B-419939.2,Dismissed,"Sep 10, 2021","Aug 26, 2021","Dec 6, 2021",Bid Protest: Entitlement,Mary G. Curcio,,
https://www.gao.gov/docket/b-419956.11,"Mission Driven Ventures, LLC",75N98121R00001,Department of Health and Human Services : National Institutes of Health,B-419956.11,Withdrawn,"Sep 10, 2021","Jul 29, 2021","Nov 8, 2021",Bid Protest,Jonathan L. Kang,,
https://www.gao.gov/docket/b-419905.2,Novex Enterprises,SPE7L321T260N,Department of Defense : Defense Logistics Agency,B-419905.2,Dismissed,"Sep 9, 2021","Jul 15, 2021","Oct 25, 2021",Bid Protest: Reconsideration,Alexander O. Levine,,
https://www.gao.gov/docket/b-420103.1,"Government and Military Certification Systems, Inc.",W9098S21Q0109,Department of the Army : U.S. Army Materiel Command,B-420103.1,Withdrawn,"Sep 9, 2021","Aug 27, 2021","Dec 6, 2021",Bid Protest,Paul N. Wengert,,
https://www.gao.gov/docket/b-420015.2,"Gonzales-McCaulley Investment Group, Inc.",N0018921RR002,Department of the Navy : Naval Supply Systems Command,B-420015.2,Dismissed,"Sep 9, 2021","Aug 20, 2021","Nov 29, 2021",Bid Protest: Entitlement,Hannah G. Barnes,,
https://www.gao.gov/docket/b-420099.1,"MGM Computer Systems, Inc.",36C24421Q0960,Department of Veterans Affairs,B-420099.1,Dismissed,"Sep 9, 2021","Aug 25, 2021","Dec 3, 2021",Bid Protest,Kenneth Kilgour,,
https://www.gao.gov/docket/b-419919.1,"Amaze Technologies, LLC",FA4890-21-R-0001,Department of the Air Force,B-419919.1,Dismissed,"Sep 9, 2021","Jun 17, 2021","Sep 27, 2021",Bid Protest,Alexander O. Levine,,
https://www.gao.gov/docket/b-418799.3,"Primary Care Solutions, Inc.",36C25718R0842,Department of Veterans Affairs,B-418799.3,Denied,"Sep 8, 2021","Jun 1, 2021","Sep 9, 2021",Bid Protest,Charmaine Stevenson,"B-418799.3,B-418799.4","https://www.gao.gov/products/b-418799.3,b-418799.4
Highlights


Primary Care Solutions, Inc. (PCS), a service-disabled veteran-owned small business (SDVOSB) of Dallas, Texas, protests the award of a contract to Clinovators, LLC, also an SDVOSB of Dallas, Texas, under request for proposals (RFP) No. 36C25718R0842, issued by the Department of Veterans Affairs (VA), for a community-based outpatient clinic (CBOC) in Northwest San Antonio, Texas. The protester contends that the agency's evaluation of proposals was unreasonable and disparate; the agency failed to evaluate PCS's alternate price proposal in violation of the RFP and regulation; and the source selection decision was flawed.


        We deny the protest."
https://www.gao.gov/docket/b-420088.1,"Directional Command, LLC",36C25721Q0765,Department of Veterans Affairs,B-420088.1,Dismissed,"Sep 8, 2021","Aug 20, 2021","Nov 29, 2021",Bid Protest,Emily R. O'Hara,,
https://www.gao.gov/docket/b-420039.1,Logistics Management Institute,W911S019R0002,Department of the Army,B-420039.1,Withdrawn,"Sep 8, 2021","Aug 3, 2021","Nov 12, 2021",Bid Protest,Heather Self,,
https://www.gao.gov/docket/b-420019.1,"Modutech Marine, Inc",N0002421R2250,Department of the Navy : Naval Sea Systems Command,B-420019.1,Dismissed,"Sep 8, 2021","Jul 26, 2021","Nov 3, 2021",Bid Protest,Kenneth Kilgour,,
https://www.gao.gov/docket/b-418799.4,"Primary Care Solutions, Inc.",36C25718R0842,Department of Veterans Affairs,B-418799.4,Denied,"Sep 8, 2021","Jul 12, 2021","Oct 20, 2021",Bid Protest,Charmaine Stevenson,"B-418799.3,B-418799.4","https://www.gao.gov/products/b-418799.3,b-418799.4
Highlights


Primary Care Solutions, Inc. (PCS), a service-disabled veteran-owned small business (SDVOSB) of Dallas, Texas, protests the award of a contract to Clinovators, LLC, also an SDVOSB of Dallas, Texas, under request for proposals (RFP) No. 36C25718R0842, issued by the Department of Veterans Affairs (VA), for a community-based outpatient clinic (CBOC) in Northwest San Antonio, Texas. The protester contends that the agency's evaluation of proposals was unreasonable and disparate; the agency failed to evaluate PCS's alternate price proposal in violation of the RFP and regulation; and the source selection decision was flawed.


        We deny the protest."
