docket_page_link,Protestor,Solicitation Number,Agency,File number,Outcome,Decision Date,Filed Date,Due Date,Case Type,GAO Attorney,Decision Summary
https://www.gao.gov/docket/b-420047.1,"Critical Contingency Solutions, LLC",JBLM275AJO0015,Department of the Army,B-420047.1,Dismissed,"Sep 7, 2021","Aug 6, 2021","Nov 15, 2021",Bid Protest,Paul N. Wengert,
https://www.gao.gov/docket/b-419981.1,National Restoration Inc,140P6421R0009,Department of the Interior : National Park Service,B-419981.1,Dismissed,"Sep 7, 2021","Jul 12, 2021","Oct 20, 2021",Bid Protest,Heather Weiner,
https://www.gao.gov/docket/b-420047.2,"Critical Contingency Solutions, LLC",JBLM275AJO0015,Department of the Army,B-420047.2,Dismissed,"Sep 7, 2021","Aug 30, 2021","Dec 8, 2021",Bid Protest,Paul N. Wengert,
https://www.gao.gov/docket/b-419932.1,"AOC Logistics, LLC",W52P1J-19-R-0118,Department of the Army : U.S. Army Materiel Command,B-419932.1,Withdrawn,"Sep 7, 2021","Jun 23, 2021","Oct 1, 2021",Bid Protest,Michael P. Grogan,
https://www.gao.gov/docket/b-420075.1,"Xandar, LLC",FA8604-21-R-B007,Department of the Air Force,B-420075.1,Withdrawn,"Sep 3, 2021","Aug 16, 2021","Nov 24, 2021",Bid Protest,April Y. Shields,
https://www.gao.gov/docket/b-419956.13,"Bering HumanTouch JV 1, LLC",75N98121R00001,Department of Health and Human Services : National Institutes of Health,B-419956.13,Withdrawn,"Sep 3, 2021","Jul 30, 2021","Nov 8, 2021",Bid Protest,Jonathan L. Kang,
https://www.gao.gov/docket/b-419980.1,"XOTech, LLC",M67004-21-R-3002,Department of Defense : United States Marine Corps,B-419980.1,Dismissed,"Sep 3, 2021","Jul 12, 2021","Oct 20, 2021",Bid Protest,Hannah G. Barnes,
https://www.gao.gov/docket/b-420057.2,"BKM IDS Mentor-Protege, JV",W900KK-20-R-0011,Department of the Army : U.S. Army Materiel Command,B-420057.2,Dismissed,"Sep 3, 2021","Aug 11, 2021","Nov 19, 2021",Bid Protest,Glenn G. Wolcott,
https://www.gao.gov/docket/b-419810.3,"Amaze Technologies, LLC",FA8773-21-R-8002,Department of the Air Force,B-419810.3,Dismissed,"Sep 2, 2021","Jun 7, 2021","Sep 15, 2021",Bid Protest,Louis A. Chiarella,
https://www.gao.gov/docket/b-420037.1,"David Boland, Inc.",W912HN21B3001,Department of the Army : Corps of Engineers,B-420037.1,Dismissed,"Sep 2, 2021","Aug 2, 2021","Nov 10, 2021",Bid Protest,Hannah G. Barnes,
https://www.gao.gov/docket/b-420083.1,"Interpretable AI, LLC",AF212-D004,Department of the Air Force,B-420083.1,Dismissed,"Sep 2, 2021","Aug 18, 2021","Nov 26, 2021",Bid Protest,Sarah T. Zaffina,
https://www.gao.gov/docket/b-418743.3,"Facility Healthcare Services, Inc.",1333ND20RNB190010,Department of Commerce : National Institute of Standards and Technology,B-418743.3,Denied,"Sep 2, 2021","Jul 14, 2021","Oct 22, 2021",Bid Protest,Raymond Richards,"B-418743.2,B-418743.3"
https://www.gao.gov/docket/b-420074.1,swiftINTEL JV,28321321Q00000299,Independent Agencies and Govt Corporations : Social Security Administration,B-420074.1,Withdrawn,"Sep 2, 2021","Aug 16, 2021","Nov 24, 2021",Bid Protest,Jacob Talcott,
https://www.gao.gov/docket/b-418337.3,"SupplyCore, Inc.",SPE8E3-19-R-0001,Department of Defense : Defense Logistics Agency,B-418337.3,Denied,"Sep 2, 2021","Jun 1, 2021","Sep 9, 2021",Bid Protest,Jacob Talcott,"This protest is covered by a protective order, which means that some
            information in the decision may require redaction before public release.
            A final redacted version of the decision will be posted when this process
            is complete. Learn more about our protective order and redaction process here."
https://www.gao.gov/docket/b-420011.1,"MT&H Systems, LLC",N/A,Department of Health and Human Services : Food and Drug Administration,B-420011.1,Dismissed,"Sep 2, 2021","Jul 23, 2021","Nov 1, 2021",Bid Protest,Glenn G. Wolcott,
https://www.gao.gov/docket/b-418287.4,Computer World Services Corporation,70Z07919QPNZ00200,Department of Homeland Security : United States Coast Guard,B-418287.4,Withdrawn,"Sep 2, 2021","Aug 13, 2021","Nov 22, 2021",Bid Protest,Scott H. Riback,
https://www.gao.gov/docket/b-419419.2,Oban Corporation,W9124D20R0016,Department of the Army,B-419419.2,Dismissed,"Sep 2, 2021","Jul 23, 2021","Nov 1, 2021",Bid Protest,Paula A. Williams,
https://www.gao.gov/docket/b-418337.2,"SupplyCore, Inc.",SPE8E3-19-R-0001,Department of Defense : Defense Logistics Agency,B-418337.2,Denied,"Sep 2, 2021","Jun 1, 2021","Sep 9, 2021",Bid Protest,Jacob Talcott,"This protest is covered by a protective order, which means that some
            information in the decision may require redaction before public release.
            A final redacted version of the decision will be posted when this process
            is complete. Learn more about our protective order and redaction process here."
https://www.gao.gov/docket/b-418743.2,"Facility Healthcare Services, Inc.",1333ND20RNB190010,Department of Commerce : National Institute of Standards and Technology,B-418743.2,Denied,"Sep 2, 2021","Jun 1, 2021","Sep 9, 2021",Bid Protest,Raymond Richards,"B-418743.2,B-418743.3"
https://www.gao.gov/docket/b-418631.10,"GC Logistics, LLC",36C25020Q0093,Department of Veterans Affairs,B-418631.10,Dismissed,"Sep 1, 2021","Aug 20, 2021","Nov 29, 2021",Bid Protest,Kasia Dourney,
https://www.gao.gov/docket/b-418631.9,"GC Logistics, LLC",36C25020Q0093,Department of Veterans Affairs,B-418631.9,Dismissed,"Sep 1, 2021","Jul 12, 2021","Oct 20, 2021",Bid Protest,Kasia Dourney,
https://www.gao.gov/docket/b-420068.1,HeartLight Pharmacy Services,36C25021Q0839,Department of Veterans Affairs,B-420068.1,Dismissed,"Sep 1, 2021","Aug 13, 2021","Nov 22, 2021",Bid Protest,Heather Self,
https://www.gao.gov/docket/b-419901.1,"Kerrigan Construction, Inc.",W15QKN-21-Q-5104,Department of the Army : U.S. Army Materiel Command,B-419901.1,Dismissed,"Sep 1, 2021","Jun 11, 2021","Sep 20, 2021",Bid Protest,Katherine I. Riback,
https://www.gao.gov/docket/b-419742.2,"The Clark Group, LLC",W9127N19R0024,Department of the Army : Corps of Engineers,B-419742.2,Denied,"Sep 1, 2021","Jun 1, 2021","Sep 9, 2021",Bid Protest: Entitlement,Sarah T. Zaffina,B-419742.2
https://www.gao.gov/docket/b-420040.1,"ICU Medical Sales, Inc.",36C24921Q0473,Department of Veterans Affairs,B-420040.1,Dismissed,"Aug 31, 2021","Aug 3, 2021","Nov 12, 2021",Bid Protest,Katherine I. Riback,
https://www.gao.gov/docket/b-420108.1,"AvMedical, Inc.",36C25721Q1395,Department of Veterans Affairs,B-420108.1,Withdrawn,"Aug 31, 2021","Aug 30, 2021","Dec 8, 2021",Bid Protest,Christine Milne,
https://www.gao.gov/docket/b-420048.1,"NaphCare, Inc.",15BFTD19R00000002,Department of Justice : Bureau of Prisons,B-420048.1,Dismissed,"Aug 31, 2021","Aug 6, 2021","Nov 15, 2021",Bid Protest,Young H. Cho,
https://www.gao.gov/docket/b-419860.2,"Booz Allen Hamilton, Inc.",HDTRA120R0001,Department of Defense : Defense Threat Reduction Agency,B-419860.2,Denied,"Aug 31, 2021","Jul 23, 2021","Nov 1, 2021",Bid Protest,Glenn G. Wolcott,"B-419860,B-419860.2"
https://www.gao.gov/docket/b-419719.3,"Black & Decker-US, Inc.",SP3300-21-Q-0009,Department of Defense : Defense Logistics Agency,B-419719.3,Withdrawn,"Aug 31, 2021","Aug 4, 2021","Nov 12, 2021",Bid Protest,Paula A. Williams,
https://www.gao.gov/docket/b-419468.4,TISTA Science and Technology Corporation,1333BJ21Q00280003,Department of Commerce : Patent and Trademark Office,B-419468.4,Dismissed,"Aug 31, 2021","Aug 4, 2021","Nov 12, 2021",Bid Protest,Evan D. Wesser,
https://www.gao.gov/docket/b-418678.5,"Pioneer Corporate Services, Inc.",19AQMM20R0020,Department of State,B-418678.5,Denied,"Aug 31, 2021","Jun 11, 2021","Sep 20, 2021",Bid Protest,Todd C. Culliton,B-418678.5
https://www.gao.gov/docket/b-419719.2,"Black & Decker-US, Inc.",SP3300-21-Q-0009,Department of Defense : Defense Logistics Agency,B-419719.2,Withdrawn,"Aug 31, 2021","Jul 19, 2021","Oct 27, 2021",Bid Protest,Paula A. Williams,
https://www.gao.gov/docket/b-419860.1,"Booz Allen Hamilton, Inc.",HDTRA120R0001,Department of Defense : Defense Threat Reduction Agency,B-419860.1,Denied,"Aug 31, 2021","May 24, 2021","Sep 1, 2021",Bid Protest,Glenn G. Wolcott,"B-419860,B-419860.2"
https://www.gao.gov/docket/b-420063.1,"Alliant Enterprises, LLC",36C25021Q0508,Department of Veterans Affairs,B-420063.1,Dismissed,"Aug 31, 2021","Aug 12, 2021","Nov 22, 2021",Bid Protest,Michael P. Grogan,
https://www.gao.gov/docket/b-419468.3,"Epsilon, Inc.",1333BJ21Q00280003,Department of Commerce : Patent and Trademark Office,B-419468.3,Dismissed,"Aug 31, 2021","Aug 4, 2021","Nov 12, 2021",Bid Protest,Evan D. Wesser,
https://www.gao.gov/docket/b-419468.5,"Vets2 Synergy, LLC",1333BJ21Q00280003,Department of Commerce : Patent and Trademark Office,B-419468.5,Dismissed,"Aug 31, 2021","Aug 6, 2021","Nov 15, 2021",Bid Protest,Evan D. Wesser,
https://www.gao.gov/docket/b-419910.1,"Sterling Medical Associates, Inc.",36C24219R0090,Department of Veterans Affairs,B-419910.1,Dismissed,"Aug 30, 2021","Jun 14, 2021","Sep 22, 2021",Bid Protest,Mary G. Curcio,
https://www.gao.gov/docket/b-420066.1,"ACI Payments, Inc.",2032H5-19-R-00005,Department of the Treasury : Internal Revenue Service,B-420066.1,Dismissed,"Aug 30, 2021","Aug 12, 2021","Nov 22, 2021",Bid Protest,Michael Willems,
https://www.gao.gov/docket/b-419956.12,Team HumanTouch,75N98121R00001,Department of Health and Human Services : National Institutes of Health,B-419956.12,Dismissed,"Aug 30, 2021","Jul 30, 2021","Nov 8, 2021",Bid Protest,Jonathan L. Kang,
https://www.gao.gov/docket/b-420027.1,"Tachyon Alliance, LLC",H98230-21-R-0265,Department of Defense : National Security Agency/Central Security Service,B-420027.1,Dismissed,"Aug 30, 2021","Jul 29, 2021","Nov 8, 2021",Bid Protest,Samantha Lee,
https://www.gao.gov/docket/b-419507.2,"M&C Venture Group, LLC",36C24220B0065,Department of Veterans Affairs,B-419507.2,Dismissed,"Aug 30, 2021","Aug 12, 2021","Nov 22, 2021",Bid Protest,Christine Milne,
https://www.gao.gov/docket/b-420066.2,"ACI Payments, Inc.",2032H5-19-R-00005,Department of the Treasury : Internal Revenue Service,B-420066.2,Dismissed,"Aug 30, 2021","Aug 30, 2021","Dec 8, 2021",Bid Protest,Michael Willems,
https://www.gao.gov/docket/b-420020.1,Wandling Corporation,W9124J20R0032,Department of the Army,B-420020.1,Dismissed,"Aug 30, 2021","Jul 26, 2021","Nov 3, 2021",Bid Protest,Paul N. Wengert,
https://www.gao.gov/docket/b-419855.2,"Bestica, Inc.",FA487721R0001,Department of the Air Force,B-419855.2,Dismissed,"Aug 30, 2021","Aug 9, 2021","Nov 17, 2021",Bid Protest,Emily R. O'Hara,
https://www.gao.gov/docket/b-420057.1,"ManTech Advanced Systems International, Inc.",W900KK-20-R-0011,Department of the Army : U.S. Army Materiel Command,B-420057.1,Dismissed,"Aug 30, 2021","Aug 10, 2021","Nov 18, 2021",Bid Protest,April Y. Shields,
https://www.gao.gov/docket/b-419910.2,"Sterling Medical Associates, Inc.",36C24219R0090,Department of Veterans Affairs,B-419910.2,Dismissed,"Aug 30, 2021","Jul 26, 2021","Nov 3, 2021",Bid Protest,Mary G. Curcio,
https://www.gao.gov/docket/b-419419.3,"Silverstar Consulting, Inc.",W9124D20R0016,Department of the Army,B-419419.3,Dismissed,"Aug 27, 2021","Jul 28, 2021","Nov 5, 2021",Bid Protest,Paula A. Williams,
https://www.gao.gov/docket/b-419856.1,InfoPoint LLC,FA4890-21-R-0008,Department of the Air Force,B-419856.1,Sustained,"Aug 27, 2021","May 21, 2021","Aug 30, 2021",Bid Protest,Jonathan L. Kang,B-419856
https://www.gao.gov/docket/b-420014.1,"Pecos Technical Solutions, LLC",89303320REM000073,Department of Energy,B-420014.1,Dismissed,"Aug 27, 2021","Jul 26, 2021","Nov 3, 2021",Bid Protest,Alexander O. Levine,
https://www.gao.gov/docket/b-419419.4,Crowned Grace International,W9124D20R0016,Department of the Army,B-419419.4,Dismissed,"Aug 27, 2021","Jul 28, 2021","Nov 5, 2021",Bid Protest,Paula A. Williams,
https://www.gao.gov/docket/b-420061.1,"Nagan Construction, Inc.",N40085-21-R-2552,Department of the Navy : Naval Facilities Engineering Command,B-420061.1,Dismissed,"Aug 26, 2021","Aug 10, 2021","Nov 18, 2021",Bid Protest,Christine Milne,
https://www.gao.gov/docket/b-420036.1,"CueBid Technologies, Inc",W9124D-21-Q-6424,Department of the Army,B-420036.1,Dismissed,"Aug 26, 2021","Aug 2, 2021","Nov 10, 2021",Bid Protest,Samantha Lee,
https://www.gao.gov/docket/b-418542.2,"Fidelity Decypher Services, LLC",FA805220R0002,Department of the Air Force,B-418542.2,Denied,"Aug 26, 2021","May 26, 2021","Sep 3, 2021",Bid Protest,Paul N. Wengert,"B-418542.2,B-418542.3"
https://www.gao.gov/docket/b-419748.2,"Red Carrot, Inc.",86614320R00001,Department of Housing and Urban Development,B-419748.2,Dismissed,"Aug 26, 2021","Jul 27, 2021","Nov 4, 2021",Bid Protest,Jacob Talcott,
https://www.gao.gov/docket/b-418546.6,"J's Associates, LLC",47PD0120Q0001,Independent Agencies and Govt Corporations : Public Buildings Service,B-418546.6,Denied,"Aug 26, 2021","May 24, 2021","Sep 1, 2021",Bid Protest,Michael Willems,B-418546.6
https://www.gao.gov/docket/b-419906.1,"MAXIMUS Federal Services, Inc.",9531CB21Q0006,Independent Agencies and Govt Corporations : Consumer Financial Protection Bureau,B-419906.1,Withdrawn,"Aug 26, 2021","Jun 14, 2021","Sep 22, 2021",Bid Protest,Hannah G. Barnes,
https://www.gao.gov/docket/b-418542.3,"Fidelity Decypher Services, LLC",FA805220R0002,Department of the Air Force,B-418542.3,Denied,"Aug 26, 2021","Jul 8, 2021","Oct 18, 2021",Bid Protest,Paul N. Wengert,"B-418542.2,B-418542.3"
https://www.gao.gov/docket/b-420054.1,"Intrepid Solutions and Services, Inc.",47QFCA20R0026,Independent Agencies and Govt Corporations : General Services Administration,B-420054.1,Withdrawn,"Aug 26, 2021","Aug 9, 2021","Nov 17, 2021",Bid Protest,Glenn G. Wolcott,
https://www.gao.gov/docket/b-420089.1,"Government and Military Certification Systems, Inc.",RFQ1512099,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-420089.1,Withdrawn,"Aug 26, 2021","Aug 23, 2021","Dec 1, 2021",Bid Protest,Michael P. Grogan,
https://www.gao.gov/docket/b-420033.1,"Trident Technologies, LLC",2021T-01,Department of the Army : U.S. Army Materiel Command,B-420033.1,Withdrawn,"Aug 26, 2021","Jul 30, 2021","Nov 8, 2021",Bid Protest,Scott H. Riback,
https://www.gao.gov/docket/b-420091.1,"STS International, Inc.",W909MY-21-R-0006,Department of the Army : U.S. Army Materiel Command,B-420091.1,Dismissed,"Aug 26, 2021","Aug 23, 2021","Dec 1, 2021",Bid Protest,Evan D. Wesser,
https://www.gao.gov/docket/b-419887.3,"Insight Public Sector, Inc.",N66001-21-Q-0082,Department of the Navy : Naval Information Warfare Systems Command,B-419887.3,Dismissed,"Aug 26, 2021","Jul 16, 2021","Oct 25, 2021",Bid Protest,Todd C. Culliton,
https://www.gao.gov/docket/b-419887.1,"Insight Public Sector, Inc.",N66001-21-Q-0082,Department of the Navy : Naval Information Warfare Systems Command,B-419887.1,Dismissed,"Aug 26, 2021","Jun 7, 2021","Sep 15, 2021",Bid Protest,Todd C. Culliton,
https://www.gao.gov/docket/b-419887.2,"Insight Public Sector, Inc.",N66001-21-Q-0082,Department of the Navy : Naval Information Warfare Systems Command,B-419887.2,Dismissed,"Aug 26, 2021","Jul 9, 2021","Oct 18, 2021",Bid Protest,Todd C. Culliton,
https://www.gao.gov/docket/b-420051.1,"KMC Solutions, LLC",36C248-20-R-0002,Department of Veterans Affairs,B-420051.1,Withdrawn,"Aug 25, 2021","Aug 9, 2021","Nov 17, 2021",Bid Protest,Katherine I. Riback,
https://www.gao.gov/docket/b-419385.3,"Bowhead Missions Solutions, LLC",ID03200029,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-419385.3,Dismissed,"Aug 24, 2021","Jul 27, 2021","Nov 4, 2021",Bid Protest,David A. Edelstein,
https://www.gao.gov/docket/b-420017.1,"Assured Consulting Solutions, LLC",ID07200063,Independent Agencies and Govt Corporations : Federal Acquisition Service,B-420017.1,Dismissed,"Aug 24, 2021","Jul 26, 2021","Nov 3, 2021",Bid Protest,Christopher Alwood,
https://www.gao.gov/docket/b-419992.1,CuraPatient,N/A,Department of the Air Force,B-419992.1,Dismissed,"Aug 24, 2021","Jul 16, 2021","Oct 25, 2021",Bid Protest,April Y. Shields,
https://www.gao.gov/docket/b-419893.17,"Enterprise Technology Solutions, Inc.",70RTAC21R00000003,Department of Homeland Security,B-419893.17,Dismissed,"Aug 24, 2021","Aug 9, 2021","Nov 17, 2021",Bid Protest,Mary G. Curcio,
https://www.gao.gov/docket/b-419558.2,"By Light Professional IT Services, LLC",632000278,Department of Defense : Defense Information Systems Agency,B-419558.2,Withdrawn,"Aug 24, 2021","Jul 23, 2021","Nov 1, 2021",Bid Protest,Kasia Dourney,
https://www.gao.gov/docket/b-419893.15,"Strategic Communications, LLC",70RTAC-21-R-00000003,Department of Homeland Security,B-419893.15,Dismissed,"Aug 24, 2021","Aug 9, 2021","Nov 17, 2021",Bid Protest,Mary G. Curcio,
https://www.gao.gov/docket/b-419893.16,"IGS Strategic JV, Inc.",70RTAC21R00000003,Department of Homeland Security,B-419893.16,Dismissed,"Aug 24, 2021","Aug 9, 2021","Nov 17, 2021",Bid Protest,Mary G. Curcio,
https://www.gao.gov/docket/b-420076.1,"KARL STORZ Endoscopy-America, Inc.",36C255-21-AP-1510,Department of Veterans Affairs,B-420076.1,Dismissed,"Aug 24, 2021","Aug 16, 2021","Nov 24, 2021",Bid Protest,David A. Edelstein,
https://www.gao.gov/docket/b-418246.6,"Africa Automotive Distribution Services, Ltd.",W56HZV-19-R-0079,Department of the Army : U.S. Army Materiel Command,B-418246.6,Sustained,"Aug 24, 2021","May 17, 2021","Aug 25, 2021",Bid Protest,Kasia Dourney,B-418246.6
https://www.gao.gov/docket/b-420046.1,"HamHed, LLC",1498252,Department of the Interior : National Park Service,B-420046.1,Dismissed,"Aug 23, 2021","Aug 5, 2021","Nov 15, 2021",Bid Protest,Emily R. O'Hara,
